First name,Surname,Sex,Country,Swim time,Time T1,Cycle time,Time T2,Run time,Total time,T-shirt,Finish at,Year,Rank swim,Time after cycle,Rank after cycle,Rank final,Rank cycle,Rank run,Gain cycle,Gain run,b_pred,Tranche
Kevin,McGregor,Male,Singapore,1.2513888888888889,0.10333333333333333,7.79,0.1913888888888889,6.401111111111111,15.73638888888889,Black,Gaustatoppen,2013,39.06976744186046,9.04138888888889,36.27906976744186,51.627906976744185,39.53488372093023,73.48837209302326,-2.7906976744186025,15.348837209302324,69.50059922277472,35.0
Kerim,Cakmak,Male,Turkey,1.3375,0.1213888888888889,7.789444444444444,0.08055555555555556,6.840833333333333,16.169166666666666,Black,Gaustatoppen,2016,37.66233766233766,9.126944444444444,67.53246753246754,84.84848484848484,77.48917748917748,87.87878787878788,29.870129870129873,17.31601731601731,81.42802690659175,65.0
Alcino ,Oliveira,Male,Portugal,1.2844444444444445,0.7719444444444444,7.788611111111111,0.11638888888888889,5.611944444444444,15.574444444444444,White,1000 meters,2012,48.25,9.073055555555555,76.75,76.0,79.0,38.0,28.5,-0.75,40.086230794681754,75.0
Stephen,Ransom,Male,USA,1.8716666666666666,0.29388888888888887,7.7875,0.11277777777777778,7.289722222222222,17.355555555555554,Black,Gaustatoppen,2008,72.39263803680981,9.659166666666666,74.84662576687117,80.98159509202453,75.4601226993865,86.50306748466258,2.453987730061357,6.134969325153364,80.28776760078951,70.0
Geir,Høgås,Male,Norway,1.4044444444444444,0.11055555555555556,7.786388888888889,0.11055555555555556,6.315555555555555,15.7275,Black,Gaustatoppen,2006,77.51937984496125,9.190833333333334,67.44186046511628,58.139534883720934,58.91472868217055,50.3875968992248,-10.077519379844972,-9.302325581395344,50.353631569712896,65.0
Carina,Edberg,Female,Norway,1.0797222222222222,0.059166666666666666,7.784722222222222,0.07611111111111112,6.623611111111111,15.623333333333333,Black,Gaustatoppen,2009,10.81081081081081,8.864444444444445,43.69369369369369,50.45045045045045,54.5045045045045,67.11711711711712,32.88288288288288,6.756756756756758,64.21981483741638,40.0
Fredrik,Mandt,Male,Norway,1.4833333333333334,0.06666666666666667,7.783333333333333,0.06666666666666667,6.319444444444445,15.719444444444445,Black,Gaustatoppen,2003,89.47368421052632,9.266666666666666,68.42105263157895,52.63157894736842,52.63157894736842,47.368421052631575,-21.05263157894737,-15.789473684210527,47.8512020283378,65.0
Stephen,Brady,Male,GBR,1.1505599999999998,8.333333333333334,7.783056111111112,8.15,5.413343888888889,14.622768055555554,White,1000 meters,2017,35.80786026200873,8.933616111111112,71.17903930131004,41.92139737991266,74.67248908296943,30.567685589519648,35.37117903930131,-29.25764192139738,33.925992343330755,70.0
Anna ,Wretling,Female,Sweden,1.2736080555555553,12.75,7.782503888888889,12.716666666666667,6.526391944444444,16.007231944444445,Black,Gaustatoppen,2017,58.07860262008734,9.056111944444444,72.92576419213974,83.84279475982532,74.235807860262,75.9825327510917,14.8471615720524,10.917030567685586,71.56787242209126,70.0
Marit ,Svenning Berg,Female,Norway,1.5875,0.1063888888888889,7.7813888888888885,0.06,7.134166666666666,16.669444444444444,Black,Gaustatoppen,2008,28.22085889570552,9.368888888888888,64.41717791411043,69.93865030674846,74.84662576687117,80.3680981595092,36.19631901840491,5.521472392638032,75.20282745329295,60.0
Fredrik,Hausmann,Male,Norway ,0.7302777777777778,0.13361111111111112,7.780833333333334,0.11027777777777778,5.511111111111111,14.265555555555556,White,1000 meters,2015,82.3045267489712,8.511111111111111,76.95473251028807,68.72427983539094,77.36625514403292,46.09053497942387,-5.349794238683131,-8.230452674897123,46.79203223413217,75.0
Dag,Aksnes,Male,Norway,1.6277777777777778,0.10527777777777778,7.780277777777778,0.11527777777777778,7.204722222222222,16.833333333333332,Black,Gaustatoppen,2008,34.355828220858896,9.408055555555556,66.87116564417178,71.77914110429448,74.23312883435584,83.43558282208589,32.515337423312886,4.9079754601226995,77.74529752704123,65.0
Eelco,Van Weerdhuizen,Male,Netherlands,1.4866666666666666,0.25277777777777777,7.78,0.11166666666666666,7.791111111111111,17.42222222222222,White,1000 meters,2009,85.58558558558559,9.266666666666667,60.810810810810814,85.58558558558559,54.054054054054056,96.84684684684684,-24.774774774774777,24.774774774774777,88.86115993055509,60.0
André,Strandberg,Male,Norway ,0.64,0.10277777777777777,7.777777777777778,0.036944444444444446,6.002777777777778,14.559444444444445,Black,Gaustatoppen,2015,44.44444444444444,8.417777777777777,73.25102880658436,77.36625514403292,76.95473251028807,72.0164609053498,28.806584362139915,4.115226337448561,68.28061263521946,70.0
Geir,Wennevold,Male,Norway,1.418611111111111,0.18333333333333332,7.777222222222222,0.14722222222222223,5.859166666666667,15.384722222222223,White,1000 meters,2016,54.54545454545454,9.195833333333333,72.72727272727273,64.93506493506493,77.05627705627705,53.67965367965368,18.181818181818194,-7.792207792207805,53.08223717528738,70.0
Karl Martin,Reed,Male,Norway,1.0583333333333333,0.03916666666666667,7.775555555555556,0.09583333333333334,5.781944444444444,14.750277777777777,Black,Gaustatoppen,2014,12.145748987854251,8.83388888888889,57.08502024291497,46.963562753036435,61.53846153846154,57.08502024291497,44.93927125506072,-10.121457489878537,55.904759055465945,55.0
Cristian,Bostina,Male,Romania,0.7544444444444445,0.1625,7.775277777777778,0.09722222222222222,5.53,14.319166666666666,White,1000 meters,2015,87.65432098765432,8.529722222222222,77.36625514403292,70.78189300411523,76.5432098765432,47.73662551440329,-10.288065843621396,-6.584362139917687,48.156386545312316,75.0
Russell,Newlove,Male,United Kingdom,1.3225,0.125,7.774444444444445,0.08611111111111111,4.951944444444444,14.259166666666667,Black,Gaustatoppen,2013,58.139534883720934,9.096944444444444,38.139534883720934,19.53488372093023,39.06976744186046,9.767441860465116,-20.0,-18.604651162790702,16.685809253590755,35.0
Rocky,Ursino,Male,USA,1.19916,6.533333333333333,7.774176111111111,6.766666666666667,5.933616111111111,15.136391944444444,Black,Gaustatoppen,2022,25.34562211981567,8.973336111111111,71.42857142857143,63.594470046082954,79.72350230414746,53.45622119815668,46.08294930875576,-7.834101382488477,52.89704622563411,70.0
Everson,Duda,Male,BRA,1.2852719444444445,9.633333333333333,7.773048055555556,6.666666666666667,5.51388,14.844168055555555,White,1000 meters,2017,62.44541484716157,9.05832,73.36244541484717,48.03493449781659,73.7991266375546,33.18777292576419,10.9170305676856,-25.32751091703058,36.097639270951554,70.0
Gerhard,Sletten,Male,Norway,1.0597222222222222,0.10083333333333333,7.771388888888889,0.11416666666666667,4.680833333333333,13.726944444444445,Black,Gaustatoppen,2010,9.216589861751153,8.831111111111111,50.69124423963134,25.806451612903224,62.21198156682027,5.529953917050691,41.474654377880185,-24.884792626728114,13.173587525006656,50.0
Gaute,Haukaas,Male,Norway,1.3452777777777778,0.1175,7.770833333333333,0.125,5.384444444444444,14.742222222222223,Black,Gaustatoppen,2013,61.395348837209305,9.116111111111111,40.46511627906977,26.976744186046513,38.604651162790695,19.53488372093023,-20.930232558139537,-13.488372093023255,24.781506986093408,40.0
Steffen,Botten,Male,Norway,1.72,0.1436111111111111,7.770277777777777,0.11361111111111111,7.232222222222222,16.97972222222222,White,1000 meters,2011,70.23255813953489,9.490277777777777,63.72093023255814,89.76744186046511,64.65116279069767,97.67441860465115,-6.511627906976749,26.046511627906973,89.54708884611462,60.0
Maxim,Antosik,Male,RUS,1.171103888888889,10.316666666666666,7.7697119444444445,4.483333333333333,6.796103888888888,15.984456111111111,White,1000 meters,2019,61.95652173913043,8.940815833333334,80.43478260869566,84.05797101449275,81.52173913043478,78.26086956521739,18.478260869565226,3.6231884057970944,73.456261054805,80.0
Eline,Granne Andresen,Female,Norway ,0.7352777777777778,0.10166666666666667,7.769166666666667,0.04666666666666667,4.8575,13.51,White,1000 meters,2015,83.9506172839506,8.504444444444445,76.13168724279835,43.62139917695473,76.13168724279835,13.991769547325102,-7.818930041152257,-32.51028806584362,20.187123166119335,75.0
Lars Erik,Engen,Male,Norway,1.3763888888888889,0.08444444444444445,7.768888888888889,0.06555555555555556,5.801111111111111,15.096388888888889,Black,Gaustatoppen,2010,57.6036866359447,9.145277777777778,62.67281105990783,56.68202764976959,61.75115207373272,56.22119815668203,5.069124423963132,-5.990783410138242,55.18878422759338,60.0
Erwin,Wunderlich,Male,USA,1.3030555555555556,0.1075,7.768611111111111,0.049444444444444444,6.485277777777778,15.713888888888889,Black,Gaustatoppen,2010,52.07373271889401,9.071666666666667,58.525345622119815,71.42857142857143,61.29032258064516,88.0184331797235,6.451612903225808,12.903225806451616,81.54377125012506,55.0
Svenja,Mann,Female,GER,1.3464,12.2,7.768343888888889,4.1,6.402503888888889,15.80028,Black,Gaustatoppen,2022,46.08294930875576,9.114743888888889,74.19354838709677,78.80184331797236,79.26267281105991,71.42857142857143,28.11059907834101,4.608294930875587,67.7933432383694,70.0
Karl Magnus,Mangerud,Male,Norway,1.4036111111111111,0.11333333333333333,7.7683333333333335,0.06444444444444444,5.213611111111111,14.563055555555556,Black,Gaustatoppen,2014,81.78137651821862,9.171944444444446,65.58704453441295,42.10526315789473,61.1336032388664,24.291497975708502,-16.194331983805668,-23.48178137651822,28.724004088908465,65.0
Thomas,Junker,Male,Germany ,1.6877777777777778,0.15222222222222223,7.7683333333333335,0.09166666666666666,5.784166666666667,15.484166666666667,Black,Gaustatoppen,2011,65.11627906976744,9.456111111111111,62.7906976744186,55.348837209302324,64.18604651162791,53.02325581395348,-2.3255813953488413,-7.441860465116278,52.538184926102495,60.0
Eirik,Lien,Male,Norway,1.6297222222222223,0.1225,7.768055555555556,0.09277777777777778,5.453888888888889,15.066944444444445,Black,Gaustatoppen,2011,59.06976744186046,9.397777777777778,59.53488372093023,46.04651162790698,63.72093023255814,36.27906976744186,0.46511627906976827,-13.488372093023251,38.65984595609795,55.0
Inge K.,Amlien,Male,Norway,1.3777777777777778,0.06194444444444445,7.7675,0.03888888888888889,6.2675,15.513333333333334,Black,Gaustatoppen,2013,69.76744186046511,9.145277777777778,43.72093023255814,45.11627906976744,38.139534883720934,66.51162790697674,-26.046511627906973,1.3953488372092977,63.717957985272825,40.0
Linda,Sernfalk,Female,Sweden,1.113888888888889,0.06027777777777778,7.766111111111111,0.06944444444444445,5.917777777777777,14.927222222222222,Black,Gaustatoppen,2014,21.052631578947366,8.879999999999999,59.10931174089069,54.655870445344135,60.72874493927125,63.96761133603239,38.05668016194332,-4.453441295546554,61.60936194968172,55.0
Vidar,Aamodt,Male,Norway,1.3625,0.1613888888888889,7.765555555555555,0.13472222222222222,7.589166666666666,17.013333333333332,Black,Gaustatoppen,2009,68.01801801801803,9.128055555555555,54.054054054054056,78.82882882882883,53.6036036036036,94.14414414414415,-13.96396396396397,24.774774774774777,86.62103764936066,50.0
André,Pedersen,Male,Norway,1.5791666666666666,0.1275,7.765555555555555,0.07611111111111112,5.655277777777778,15.203611111111112,Black,Gaustatoppen,2008,26.380368098159508,9.344722222222222,61.963190184049076,42.944785276073624,73.61963190184049,26.993865030674847,35.58282208588957,-19.01840490797545,30.96384817007294,60.0
Janne,Kittilsen,Female,NOR,1.4436,6.583333333333333,7.765271944444445,5.616666666666666,6.918336111111111,16.33917611111111,White,1000 meters,2022,62.67281105990783,9.208871944444445,76.95852534562212,86.17511520737328,78.80184331797236,90.32258064516128,14.285714285714292,9.21658986175116,83.45355291842445,75.0
Thomas,Dahlslett,Male,Norway,1.6408333333333334,0.06833333333333333,7.765,0.05694444444444444,6.836944444444445,16.368055555555557,Black,Gaustatoppen,2008,37.423312883435585,9.405833333333334,66.25766871165644,66.25766871165644,73.00613496932516,67.48466257668711,28.83435582822085,0.0,64.52445314355019,65.0
Heiki ,Talvik,Male,Estonia,1.425,0.17666666666666667,7.765,0.07388888888888889,6.039444444444444,15.480833333333333,White,1000 meters,2012,79.0,9.19,80.5,73.75,78.75,61.0,1.5,-6.75,59.14967140764633,80.0
Anne,Vollstad,Female,Norway,1.6791666666666667,0.10611111111111111,7.763888888888889,0.06972222222222223,6.970833333333333,16.589166666666667,Black,Gaustatoppen,2013,95.34883720930233,9.443055555555556,57.674418604651166,78.6046511627907,37.2093023255814,93.02325581395348,-37.674418604651166,20.930232558139537,85.69199468778002,55.0
Henning,Olsrud,Male,Norway,1.3155555555555556,0.1125,7.763888888888889,0.10833333333333334,5.958888888888889,15.258333333333333,Black,Gaustatoppen,2013,56.27906976744186,9.079444444444444,36.74418604651163,38.604651162790695,37.2093023255814,47.44186046511628,-19.53488372093023,1.860465116279066,47.912071936100986,35.0
Simen,Tollersrud,Male,Norway,1.2669444444444444,0.0675,7.761388888888889,0.0625,6.786666666666667,15.944444444444445,Black,Gaustatoppen,2014,54.655870445344135,9.028333333333332,61.943319838056674,82.18623481781377,60.32388663967612,93.52226720647774,7.2874493927125386,20.242914979757096,86.1055979071965,60.0
Henryk,Strzalkowski,Male,POL,1.4769361111111112,12.633333333333333,7.76112,7.633333333333334,4.778063888888888,14.35416,White,1000 meters,2017,86.46288209606988,9.238056111111112,76.41921397379913,37.117903930131,73.36244541484717,7.423580786026202,-10.043668122270745,-39.30131004366813,14.743111149347035,75.0
Kenneth,Nordahl-Pedersen,Male,Norway,1.3522222222222222,0.10361111111111111,7.758055555555556,0.11361111111111111,6.1425,15.47,Black,Gaustatoppen,2009,64.86486486486487,9.110277777777778,53.6036036036036,49.0990990990991,53.153153153153156,44.5945945945946,-11.261261261261268,-4.504504504504503,45.552129160796156,50.0
Pascal,Morissette,Male,CAN,1.3180561111111113,12.2,7.7577838888888895,7.333333333333333,5.641943888888889,15.05388,White,1000 meters,2022,39.1705069124424,9.075840000000001,73.27188940092167,59.907834101382484,78.3410138248848,44.23963133640553,34.10138248847927,-13.364055299539181,45.25791955243652,70.0
Nora,Johansen,Female,Norway,1.3633333333333333,0.085,7.756111111111111,0.04666666666666667,6.521388888888889,15.773333333333333,Black,Gaustatoppen,2012,67.75,9.119444444444444,78.5,80.5,78.5,81.0,10.75,2.0,75.72657628848509,75.0
Tim ,Cavanagh,Male,United Kingdom,1.3519444444444444,0.16277777777777777,7.7555555555555555,0.05638888888888889,6.138333333333334,15.465833333333334,White,1000 meters,2012,66.0,9.1075,78.0,73.5,78.25,63.74999999999999,12.0,-4.5,61.42899582876166,75.0
Thomas,Bech,Male,Denmark,1.6044444444444443,0.1461111111111111,7.754722222222222,0.12916666666666668,5.339444444444444,14.973333333333333,White,1000 meters,2016,75.32467532467533,9.359166666666667,78.78787878787878,54.97835497835498,76.62337662337663,29.43722943722944,3.463203463203456,-23.809523809523803,32.989019137907064,75.0
Per Egil,Bråthen,Male,NOR,1.3355519444444444,7.633333333333334,7.752768055555555,6.783333333333333,5.87556,15.20472,White,1000 meters,2019,88.04347826086956,9.08832,84.42028985507247,68.11594202898551,81.15942028985508,40.57971014492754,-3.6231884057970944,-16.304347826086953,42.22441127931168,80.0
Trygve,Gjølberg,Male,Norway ,0.7305555555555555,0.13972222222222222,7.752222222222223,0.05333333333333334,4.973611111111111,13.649166666666666,White,1000 meters,2015,82.71604938271605,8.482777777777779,75.30864197530865,48.148148148148145,75.7201646090535,20.16460905349794,-7.407407407407405,-27.1604938271605,25.303451833044882,75.0
John Omar,Paredes,Male,Philippines,1.2591666666666668,0.11888888888888889,7.751944444444445,0.06888888888888889,6.955,16.153333333333332,Black,Gaustatoppen,2016,18.614718614718615,9.011111111111111,64.93506493506493,83.98268398268398,76.19047619047619,92.20779220779221,46.32034632034632,19.04761904761905,85.01610155612396,60.0
Jørgen,Baisgård,Male,Norway,1.5527777777777778,0.075,7.751666666666667,0.07388888888888889,5.711666666666667,15.164444444444445,White,1000 meters,2016,70.56277056277057,9.304444444444444,75.75757575757575,59.307359307359306,75.75757575757575,45.45454545454545,5.194805194805184,-16.450216450216445,46.2648953411762,75.0
Bård Christian,Jensen,Male,Norway,1.1252777777777778,0.08027777777777778,7.751111111111111,0.07472222222222222,5.1738888888888885,14.205277777777777,Black,Gaustatoppen,2010,12.903225806451612,8.87638888888889,53.45622119815668,31.797235023041477,60.82949308755761,22.58064516129032,40.55299539170507,-21.658986175115206,27.30597187042219,50.0
Vinko,Sindelar,Male,Norway,2.1733333333333333,0.16055555555555556,7.751111111111111,0.07305555555555555,5.598055555555556,15.75611111111111,Black,Gaustatoppen,2011,91.16279069767442,9.924444444444445,78.6046511627907,65.11627906976744,63.25581395348837,44.651162790697676,-12.558139534883722,-13.488372093023258,45.59901544110023,75.0
Francois-Brazier,Marc,Male,France,1.3208333333333333,0.12111111111111111,7.75,0.09527777777777778,6.066388888888889,15.352777777777778,Black,Gaustatoppen,2014,67.20647773279353,9.070833333333333,62.34817813765182,68.82591093117408,59.91902834008097,73.27935222672065,-4.858299595141709,6.477732793522257,69.32735410067951,60.0
Jose Luis,Brehcist Rodriguez,Male,ESP,1.2680638888888889,12.25,7.748063888888889,5.033333333333333,5.675543888888889,14.980008055555556,White,1000 meters,2017,56.76855895196506,9.016127777777777,72.0524017467249,54.14847161572053,72.92576419213974,39.30131004366812,15.283842794759835,-17.903930131004365,41.16481543540008,70.0
Joachim,Bentzen,Male,Norway,1.3597222222222223,0.10083333333333333,7.748055555555555,0.10527777777777778,5.550833333333333,14.864166666666666,Black,Gaustatoppen,2013,63.25581395348837,9.107777777777777,39.53488372093023,30.697674418604652,36.74418604651163,25.116279069767444,-23.72093023255814,-8.83720930232558,29.407619976094924,35.0
Vidar,Berg,Male,Norway,1.7833333333333334,0.1688888888888889,7.747222222222222,0.17333333333333334,5.561944444444444,15.434722222222222,Black,Gaustatoppen,2011,73.95348837209302,9.530555555555555,66.04651162790698,53.02325581395348,62.7906976744186,42.32558139534884,-7.906976744186039,-13.023255813953497,43.67146836193293,65.0
Annike,Ågedal,Female,Norway,1.1883333333333332,0.11166666666666666,7.746111111111111,0.14222222222222222,5.831666666666667,15.02,Black,Gaustatoppen,2009,30.180180180180184,8.934444444444445,48.64864864864865,38.73873873873874,52.702702702702695,29.72972972972973,18.46846846846847,-9.909909909909913,33.23145661422681,45.0
Ian,Burke,Male,Ireland,1.381388888888889,0.13305555555555557,7.746111111111111,0.1275,5.835833333333333,15.223888888888888,Black,Gaustatoppen,2010,58.525345622119815,9.127500000000001,61.29032258064516,58.525345622119815,60.36866359447005,57.14285714285714,2.764976958525345,-2.764976958525345,55.95269689491314,60.0
Kent,Bahr,Male,Norway,1.3063888888888888,0.05472222222222222,7.745555555555556,0.0775,5.955555555555556,15.139722222222222,Black,Gaustatoppen,2009,56.30630630630631,9.051944444444445,52.25225225225225,41.44144144144144,52.25225225225225,35.13513513513514,-4.054054054054063,-10.810810810810807,37.71170117661566,50.0
Nina ,Blakkisrud,Female,Norway,1.5430555555555556,0.13194444444444445,7.744166666666667,0.0661111111111111,6.5488888888888885,16.03472222222222,White,1000 meters,2012,91.0,9.287222222222223,83.5,86.75,78.0,82.25,-7.5,3.25,76.76263284353752,80.0
Edward,Green,Male,Great Britain,1.2655555555555555,0.07277777777777777,7.743611111111111,0.15333333333333332,7.013055555555556,16.248333333333335,Black,Gaustatoppen,2009,51.80180180180181,9.009166666666667,51.80180180180181,63.06306306306306,51.80180180180181,85.13513513513513,0.0,11.261261261261254,79.15396337871256,50.0
Tim,Bennett,Male,Norway,0.9069444444444444,0.19111111111111112,7.7427777777777775,0.09388888888888888,6.804444444444444,15.738888888888889,White,1000 meters,2015,96.70781893004116,8.649722222222222,82.3045267489712,91.76954732510289,75.30864197530865,94.23868312757202,-14.403292181069958,9.465020576131693,86.69939583615141,80.0
Rupert,Martin,Male,Switzerland,1.565,0.20666666666666667,7.7425,0.10083333333333333,5.347222222222222,14.961666666666666,White,1000 meters,2016,71.86147186147186,9.3075,76.19047619047619,54.112554112554115,75.32467532467533,29.87012987012987,4.329004329004334,-22.077922077922075,33.34782660286028,75.0
Kent,Bahr,Male,Norway,1.8172222222222223,0.15138888888888888,7.739722222222222,0.14805555555555555,6.795,16.65138888888889,Black,Gaustatoppen,2008,62.57668711656442,9.556944444444445,71.16564417177914,69.32515337423312,72.39263803680981,65.6441717791411,8.588957055214713,-1.8404907975460105,62.99897109930122,70.0
Dan,Runyon,Male,USA,1.23,13.183333333333334,7.738896111111112,5.283333333333333,6.034176111111111,15.3114,White,1000 meters,2017,49.34497816593886,8.968896111111112,71.61572052401746,66.37554585152839,72.48908296943232,57.64192139737992,22.2707423580786,-5.240174672489076,56.36634392874568,70.0
Chris,Harrison,Male,United Kingdom,1.8555555555555556,0.20972222222222223,7.736666666666666,0.1438888888888889,7.229166666666667,17.175,Black,Gaustatoppen,2008,71.16564417177914,9.592222222222222,71.77914110429448,77.30061349693251,71.77914110429448,84.04907975460122,0.6134969325153463,5.521472392638032,78.25379154179087,70.0
Markus ,Stoecklin,Male,Switzerland,1.1636111111111112,0.06805555555555555,7.735,0.11027777777777778,6.923055555555556,16.0,Black,Gaustatoppen,2009,24.774774774774773,8.898611111111112,45.4954954954955,56.30630630630631,51.35135135135135,81.53153153153153,20.720720720720724,10.810810810810814,76.16713367045332,45.0
Magnus,Esberg,Male,Norway ,0.6308333333333334,0.11305555555555556,7.7347222222222225,0.05416666666666667,5.482777777777778,14.015277777777778,Black,Gaustatoppen,2015,41.56378600823045,8.365555555555556,72.8395061728395,61.72839506172839,74.8971193415638,45.267489711934154,31.275720164609055,-11.111111111111114,46.10985507854209,70.0
Adam,Hagsjo,Male,Sweden,1.2227777777777777,0.0763888888888889,7.734444444444445,0.10555555555555556,7.208055555555555,16.34638888888889,Black,Gaustatoppen,2013,29.767441860465116,8.957222222222223,32.093023255813954,70.69767441860465,36.27906976744186,96.74418604651163,2.325581395348838,38.604651162790695,88.7760700144477,30.0
Maike,Gieling,Female,Netherlands ,0.5930555555555556,0.08638888888888889,7.733888888888889,0.04638888888888889,5.873055555555555,14.332222222222223,White,1000 meters,2015,28.39506172839506,8.326944444444445,71.19341563786008,71.19341563786008,74.48559670781893,66.2551440329218,42.79835390946502,0.0,63.50537254608894,70.0
Janne,Bjørnsen,Female,NOR,1.2680638888888889,3.3666666666666667,7.731383888888889,3.7,5.148336111111111,14.265839999999999,White,1000 meters,2019,81.15942028985508,8.999447777777778,82.6086956521739,42.391304347826086,80.79710144927536,17.02898550724638,1.4492753623188293,-40.21739130434782,22.704505169628355,80.0
Igor,Rybalchenko,Male,NOR,1.8188880555555555,8.066666666666666,7.729176111111111,7.65,4.842216111111111,14.652768055555555,White,1000 meters,2017,98.2532751091703,9.548064166666666,81.6593886462882,43.23144104803494,72.0524017467249,10.043668122270741,-16.593886462882097,-38.42794759825327,16.914758076967832,80.0
Guido ,Van Der Werve,Male,Netherlands,1.4330555555555555,0.10166666666666667,7.7283333333333335,0.05,6.961944444444445,16.275555555555556,Black,Gaustatoppen,2012,80.0,9.161388888888888,79.25,89.5,77.75,93.0,-0.75,10.25,85.67271921698836,75.0
Bjørn,Tveitan,Male,Norway,1.3952777777777778,0.13722222222222222,7.728055555555556,0.12777777777777777,7.297777777777778,16.68611111111111,White,1000 meters,2016,52.81385281385281,9.123333333333333,66.66666666666666,90.04329004329004,74.89177489177489,97.83549783549783,13.852813852813846,23.376623376623385,89.68059860051582,65.0
Jeroen,van der Hoek,Male,Norway,1.6305555555555555,0.13472222222222222,7.727777777777778,0.13444444444444445,6.27,15.897222222222222,Black,Gaustatoppen,2016,78.78787878787878,9.358333333333334,78.35497835497836,79.22077922077922,74.45887445887446,72.72727272727273,-0.4329004329004249,0.865800865800864,68.86976563322906,75.0
Hans Oskar Olaussen,Skavdal,Male,Norway,1.2352777777777777,0.09666666666666666,7.726388888888889,0.17527777777777778,6.688611111111111,15.922222222222222,Black,Gaustatoppen,2009,44.5945945945946,8.961666666666666,50.0,53.6036036036036,50.9009009009009,69.36936936936937,5.4054054054054035,3.6036036036036023,66.08658340507841,50.0
Søren Friis,Larsen,Male,Denmark,1.2269444444444444,0.065,7.724722222222222,0.0475,6.815555555555555,15.879166666666666,Black,Gaustatoppen,2013,32.093023255813954,8.951666666666666,31.627906976744185,56.27906976744186,35.81395348837209,88.83720930232558,-0.46511627906976827,24.651162790697676,82.22240994527888,30.0
Violeta,Dialetara,Female,GRE,1.1094480555555555,8.466666666666667,7.7241599999999995,6.816666666666666,5.142768055555556,14.231663888888889,White,1000 meters,2018,21.02803738317757,8.833608055555555,78.03738317757009,42.523364485981304,84.57943925233646,21.49532710280374,57.00934579439252,-35.51401869158879,26.406411159372755,75.0
Fedir,Drepin,Male,Ukraine ,0.7,0.12222222222222222,7.722777777777778,0.09972222222222223,5.6258333333333335,14.270277777777778,Black,Gaustatoppen,2015,74.48559670781893,8.422777777777778,73.66255144032921,69.54732510288066,74.07407407407408,52.2633744855967,-0.823045267489718,-4.115226337448547,51.908360901057705,70.0
Mitch,Hamilton,Male,United States,1.6816666666666666,0.1425,7.722777777777778,0.2175,7.082777777777777,16.846944444444443,White,1000 meters,2016,84.84848484848484,9.404444444444444,79.22077922077922,91.34199134199135,74.02597402597402,93.5064935064935,-5.627705627705623,12.121212121212125,86.09252395098362,75.0
Raymond,Tuv,Male,Norway ,0.7827777777777778,0.10055555555555555,7.722222222222222,0.07138888888888889,5.706388888888889,14.382777777777777,White,1000 meters,2015,91.76954732510289,8.505,76.5432098765432,73.66255144032921,73.66255144032921,58.0246913580247,-15.22633744855969,-2.8806584362139915,56.683600990188225,75.0
Fredrik ,Opedal,Male,Norway,1.5466666666666666,0.10138888888888889,7.721666666666667,0.03916666666666667,5.772777777777778,15.182222222222222,Black,Gaustatoppen,2012,91.5,9.268333333333333,83.0,65.5,77.5,46.75,-8.5,-17.5,47.33862668004871,80.0
Paul,Courtenay,Male,United Kingdom,1.6166666666666667,0.13527777777777777,7.720833333333333,0.11222222222222222,7.970555555555555,17.555555555555557,Black,Gaustatoppen,2008,32.515337423312886,9.3375,61.34969325153374,86.50306748466258,71.16564417177914,98.15950920245399,28.834355828220858,25.153374233128837,89.94915388103296,60.0
Anne Signe,Been,Female,Norway,1.3516666666666666,0.07083333333333333,7.719166666666666,0.06277777777777778,6.4686111111111115,15.673055555555555,Black,Gaustatoppen,2010,56.22119815668203,9.070833333333333,58.06451612903226,67.74193548387096,59.907834101382484,87.09677419354838,1.8433179723502349,9.677419354838698,80.7798585828053,55.0
Børre ,Gjersvik,Male,Norway,1.8027777777777778,0.13583333333333333,7.7175,0.07722222222222222,6.143055555555556,15.877222222222223,White,1000 meters,2012,98.25,9.520277777777778,88.0,82.5,77.25,64.25,-10.25,-5.5,61.84341845078263,85.0
Steinar,Kristoffersen,Male,Norway,1.0925,0.08916666666666667,7.716944444444445,0.06194444444444445,6.370555555555556,15.331111111111111,Black,Gaustatoppen,2009,13.963963963963963,8.809444444444445,41.891891891891895,45.4954954954955,50.45045045045045,55.85585585585585,27.927927927927932,3.6036036036036023,54.88597199910627,40.0
Sylvain,Baret,Male,FRA,1.7116561111111113,11.066666666666666,7.716936111111111,4.216666666666667,5.103048055555556,14.797223888888889,White,1000 meters,2022,88.0184331797235,9.428592222222223,80.64516129032258,51.1520737327189,77.88018433179722,21.19815668202765,-7.373271889400925,-29.49308755760368,26.160102869442554,80.0
Terje,Størseth,Male,Norway,1.4480555555555557,0.057777777777777775,7.715,0.07222222222222222,6.0125,15.305555555555555,Black,Gaustatoppen,2009,78.82882882882883,9.163055555555555,55.4054054054054,44.5945945945946,50.0,37.38738738738739,-23.42342342342343,-10.810810810810807,39.57846974427768,55.0
Einar,Hagemann,Male,NOR,1.2636,9.85,7.714991944444445,4.2,5.282783888888889,14.495831944444445,White,1000 meters,2019,80.07246376811594,8.978591944444444,81.52173913043478,49.275362318840585,80.43478260869566,20.652173913043477,1.4492753623188435,-32.246376811594196,25.707567648041174,80.0
